County,year,total_medicaid_payments,total_medicaid_recipients
MONONA,2015,28694856.0,42907.0
MONONA,2016,16059482.0,36913.0
MONONA,2017,25602408.0,44894.0
MONONA,2018,31927398.0,56592.0
MONONA,2019,34187230.0,49580.0
MONONA,2020,33521758.0,46128.0
MONONA,2021,36785630.0,55954.0
MONONA,2022,38273734.0,57740.0
MONONA,2023,40112044.0,58636.0
MONONA,2024,39169482.0,54724.0
MONROE,2011,19964815.0,28765.0
MONROE,2012,18651040.0,27922.0
MONROE,2013,18876041.0,26817.0
MONROE,2014,22186150.0,33182.0
MONROE,2015,26303383.0,35808.0
MONROE,2016,13422053.0,30599.0
MONROE,2017,22303676.0,35273.0
MONROE,2018,26394838.0,44436.0
MONROE,2019,26248824.0,37886.0
MONROE,2020,25572752.0,35055.0
MONROE,2021,28978642.0,43804.0
MONROE,2022,29441821.0,44628.0
MONROE,2023,31049566.0,44966.0
MONROE,2024,30362946.0,40503.0
MONTGOMERY,2011,32880042.0,52613.0
MONTGOMERY,2012,31276213.0,51712.0
MONTGOMERY,2013,33166114.0,53355.0
MONTGOMERY,2014,41089062.0,62340.0
MONTGOMERY,2015,43360875.0,59523.0
MONTGOMERY,2016,23022201.0,50838.0
MONTGOMERY,2017,36248435.0,60272.0
MONTGOMERY,2018,47139731.0,76327.0
MONTGOMERY,2019,47903122.0,67771.0
MONTGOMERY,2020,44119573.0,59840.0
MONTGOMERY,2021,49988797.0,74271.0
MONTGOMERY,2022,51276679.0,76869.0
MONTGOMERY,2023,53676058.0,78484.0
MONTGOMERY,2024,51689142.0,73182.0
MUSCATINE,2011,102243401.0,193136.0
MUSCATINE,2012,97184452.0,193798.0
MUSCATINE,2013,98232969.0,199451.0
MUSCATINE,2014,121948529.0,246643.0
MUSCATINE,2015,131724897.0,248857.0
MUSCATINE,2016,73560046.0,209212.0
MUSCATINE,2017,130386163.0,236348.0
MUSCATINE,2018,155997923.0,288856.0
MUSCATINE,2019,164782691.0,248194.0
MUSCATINE,2020,157564848.0,224890.0
MUSCATINE,2021,180646848.0,277392.0
MUSCATINE,2022,188359499.0,290492.0
MUSCATINE,2023,193806728.0,294227.0
MUSCATINE,2024,194372318.0,268631.0
O BRIEN,2011,41865003.0,45557.0
O BRIEN,2012,44510065.0,42587.0
O BRIEN,2013,44522436.0,41989.0
O BRIEN,2014,44823211.0,48867.0
O BRIEN,2015,50455577.0,52864.0
O BRIEN,2016,28139835.0,45140.0
O BRIEN,2017,43305193.0,53509.0
O BRIEN,2018,55793504.0,68533.0
O BRIEN,2019,58156888.0,58914.0
O BRIEN,2020,51766754.0,52968.0
O BRIEN,2021,58105642.0,68522.0
O BRIEN,2022,62723808.0,74472.0
O BRIEN,2023,66660040.0,76762.0
O BRIEN,2024,64721542.0,72736.0
OSCEOLA,2011,10030116.0,14297.0
OSCEOLA,2012,9069282.0,14776.0
OSCEOLA,2013,10415210.0,16106.0
OSCEOLA,2014,13015498.0,20164.0
OSCEOLA,2015,12850317.0,20670.0
OSCEOLA,2016,6653579.0,17436.0
OSCEOLA,2017,12187411.0,22121.0
OSCEOLA,2018,15358502.0,28378.0
OSCEOLA,2019,15815180.0,23870.0
OSCEOLA,2020,15835546.0,22094.0
OSCEOLA,2021,18669350.0,28136.0
OSCEOLA,2022,18818892.0,29276.0
OSCEOLA,2023,18539822.0,30014.0
OSCEOLA,2024,18115358.0,26194.0
PAGE,2011,50457194.0,67961.0
PAGE,2012,42038869.0,65196.0
PAGE,2013,42836525.0,64186.0
PAGE,2014,49097373.0,74267.0
PAGE,2015,51913819.0,74569.0
PAGE,2016,29785326.0,67043.0
PAGE,2017,49327491.0,79402.0
PAGE,2018,61927964.0,98597.0
PAGE,2019,62431006.0,86185.0
PAGE,2020,58729458.0,78230.0
PAGE,2021,67176490.0,96653.0
PAGE,2022,70172736.0,98431.0
PAGE,2023,71517028.0,99269.0
PAGE,2024,77810389.0,92450.0
PALO ALTO,2011,25079862.0,29271.0
PALO ALTO,2012,24054860.0,28937.0
PALO ALTO,2013,25179541.0,28989.0
PALO ALTO,2014,28500374.0,34833.0
PALO ALTO,2015,29516831.0,36019.0
PALO ALTO,2016,17357162.0,31545.0
PALO ALTO,2017,28755294.0,36840.0
PALO ALTO,2018,35033730.0,47030.0
PALO ALTO,2019,36590068.0,40704.0
PALO ALTO,2020,34023206.0,36512.0
PALO ALTO,2021,38499230.0,46064.0
PALO ALTO,2022,39497472.0,47774.0
PALO ALTO,2023,41217524.0,49002.0
PALO ALTO,2024,38782150.0,46404.0
PLYMOUTH,2011,42545854.0,58338.0
PLYMOUTH,2012,39112379.0,55025.0
PLYMOUTH,2013,37796765.0,55784.0
PLYMOUTH,2014,42678109.0,67200.0
PLYMOUTH,2015,48911195.0,72332.0
PLYMOUTH,2016,28562294.0,65122.0
PLYMOUTH,2017,47810372.0,79461.0
PLYMOUTH,2018,59145510.0,99845.0
PLYMOUTH,2019,62638593.0,86196.0
PLYMOUTH,2020,58397277.0,78114.0
PLYMOUTH,2021,69549441.0,102434.0
PLYMOUTH,2022,76163249.0,112057.0
PLYMOUTH,2023,78071459.0,118581.0
PLYMOUTH,2024,77563309.0,110242.0
POCAHONTAS,2011,18477701.0,25784.0
POCAHONTAS,2012,15064685.0,25281.0
POCAHONTAS,2013,14859546.0,25840.0
POCAHONTAS,2014,16833445.0,30929.0
POCAHONTAS,2015,18575146.0,30642.0
POCAHONTAS,2016,9788164.0,26943.0
POCAHONTAS,2017,16736338.0,32900.0
POCAHONTAS,2018,22796361.0,40899.0
POCAHONTAS,2019,23231264.0,34014.0
POCAHONTAS,2020,22100458.0,30042.0
POCAHONTAS,2021,25122572.0,38862.0
POCAHONTAS,2022,26707384.0,42206.0
POCAHONTAS,2023,27882540.0,43948.0
POCAHONTAS,2024,29164340.0,41872.0
POLK,2011,1010367797.0,1609711.0
POLK,2012,943767314.0,1624687.0
POLK,2013,997285209.0,1694014.0
POLK,2014,1250236554.0,2221573.0
POLK,2015,1415545187.0,2403006.0
POLK,2016,779709663.0,2027369.0
POLK,2017,1341606432.0,2373571.0
POLK,2018,1623263011.0,2877308.0
POLK,2019,1727703174.0,2519889.0
POLK,2020,1676585612.0,2314047.0
POLK,2021,1967763438.0,2940824.0
POLK,2022,2092359319.0,3142555.0
POLK,2023,2204543782.0,3289968.0
POLK,2024,2149383028.0,3139645.0
POTTAWATTAMIE,2011,273439601.0,421877.0
POTTAWATTAMIE,2012,248325647.0,416709.0
POTTAWATTAMIE,2013,261914306.0,425248.0
POTTAWATTAMIE,2014,325098294.0,535559.0
POTTAWATTAMIE,2015,382158459.0,588731.0
POTTAWATTAMIE,2016,211230691.0,506864.0
POTTAWATTAMIE,2017,325862131.0,563208.0
POTTAWATTAMIE,2018,399340206.0,685247.0
POTTAWATTAMIE,2019,432460317.0,604062.0
POTTAWATTAMIE,2020,413004471.0,550074.0
POTTAWATTAMIE,2021,465150534.0,676839.0
POTTAWATTAMIE,2022,482955725.0,701276.0
POTTAWATTAMIE,2023,569628727.0,813360.0
POTTAWATTAMIE,2024,742472650.0,903951.0
POWESHIEK,2011,32778275.0,53437.0
POWESHIEK,2012,31290935.0,51528.0
POWESHIEK,2013,30183898.0,49604.0
POWESHIEK,2014,33903092.0,59613.0
POWESHIEK,2015,37019002.0,61827.0
POWESHIEK,2016,20989236.0,57352.0
POWESHIEK,2017,37957232.0,63992.0
POWESHIEK,2018,49021258.0,81706.0
POWESHIEK,2019,47912108.0,67528.0
POWESHIEK,2020,45021116.0,59772.0
POWESHIEK,2021,53269622.0,77972.0
POWESHIEK,2022,55663654.0,83076.0
POWESHIEK,2023,58145851.0,85493.0
POWESHIEK,2024,54385486.0,78436.0
RINGGOLD,2011,14738682.0,17951.0
RINGGOLD,2012,14646887.0,18294.0
RINGGOLD,2013,14737295.0,18686.0
RINGGOLD,2014,17350221.0,22840.0
RINGGOLD,2015,18776252.0,23056.0
RINGGOLD,2016,11176338.0,19616.0
RINGGOLD,2017,17221434.0,22318.0
RINGGOLD,2018,19691556.0,26420.0
RINGGOLD,2019,20348936.0,21936.0
RINGGOLD,2020,20266394.0,20256.0
RINGGOLD,2021,22894128.0,26258.0
RINGGOLD,2022,23192868.0,27608.0
RINGGOLD,2023,24938280.0,28656.0
RINGGOLD,2024,25103910.0,26574.0
SAC,2011,20519253.0,28696.0
SAC,2012,20447824.0,29122.0
SAC,2013,19298299.0,27863.0
SAC,2014,23026795.0,32557.0
SAC,2015,25044217.0,34665.0
SAC,2016,14704393.0,30915.0
SAC,2017,22371659.0,36644.0
SAC,2018,27565976.0,45750.0
SAC,2019,27664386.0,39452.0
SAC,2020,25905676.0,34824.0
SAC,2021,29220382.0,43748.0
SAC,2022,30914186.0,46826.0
SAC,2023,32965792.0,49486.0
SAC,2024,37461824.0,48930.0
SCOTT,2011,365238839.0,694066.0
SCOTT,2012,338769143.0,686990.0
SCOTT,2013,364272817.0,702848.0
SCOTT,2014,469378707.0,881896.0
SCOTT,2015,529368088.0,948921.0
SCOTT,2016,284727458.0,793589.0
SCOTT,2017,498974334.0,929139.0
SCOTT,2018,633344022.0,1108140.0
SCOTT,2019,658176368.0,976038.0
SCOTT,2020,626047330.0,906204.0
SCOTT,2021,720909723.0,1130099.0
SCOTT,2022,770388984.0,1199336.0
SCOTT,2023,828433384.0,1312525.0
SCOTT,2024,819876142.0,1314429.0
SHELBY,2011,32113914.0,37184.0
SHELBY,2012,30120353.0,37142.0
SHELBY,2013,31735620.0,35853.0
SHELBY,2014,34505781.0,41381.0
SHELBY,2015,38315749.0,41769.0
SHELBY,2016,22598655.0,37804.0
SHELBY,2017,33804370.0,44302.0
SHELBY,2018,40505566.0,56990.0
SHELBY,2019,42655540.0,50530.0
SHELBY,2020,41301924.0,46348.0
SHELBY,2021,46311144.0,58098.0
SHELBY,2022,48742648.0,62822.0
SHELBY,2023,48986040.0,64252.0
SHELBY,2024,49681984.0,59460.0
SIOUX,2011,51778686.0,76135.0
SIOUX,2012,50782572.0,73033.0
SIOUX,2013,55070902.0,76327.0
SIOUX,2014,64290367.0,88605.0
SIOUX,2015,70793353.0,91215.0
SIOUX,2016,42071372.0,77252.0
SIOUX,2017,64757407.0,94753.0
SIOUX,2018,77232928.0,119843.0
SIOUX,2019,75651300.0,100241.0
SIOUX,2020,74911835.0,92868.0
SIOUX,2021,86074748.0,120980.0
SIOUX,2022,91368989.0,136124.0
SIOUX,2023,94782016.0,143466.0
SIOUX,2024,91272348.0,134090.0
STORY,2011,119863299.0,182290.0
STORY,2012,111099692.0,176436.0
STORY,2013,116936547.0,174096.0
STORY,2014,137982456.0,213038.0
STORY,2015,153003756.0,216921.0
STORY,2016,82139515.0,191683.0
STORY,2017,138112128.0,218528.0
STORY,2018,171594919.0,277023.0
STORY,2019,172173651.0,231570.0
STORY,2020,164535274.0,214599.0
STORY,2021,197813066.0,284364.0
STORY,2022,214877118.0,308882.0
STORY,2023,224165590.0,322927.0
STORY,2024,222174883.0,302663.0
TAMA,2011,31107817.0,59625.0
TAMA,2012,30032371.0,59358.0
TAMA,2013,28586723.0,63958.0
TAMA,2014,36691069.0,78011.0
TAMA,2015,39189283.0,77564.0
TAMA,2016,24701405.0,71969.0
TAMA,2017,44744379.0,80302.0
TAMA,2018,57150438.0,100334.0
TAMA,2019,59482050.0,89078.0
TAMA,2020,56015163.0,82558.0
TAMA,2021,65062816.0,104584.0
TAMA,2022,73852893.0,110663.0
TAMA,2023,71250244.0,111958.0
TAMA,2024,65483871.0,102480.0
TAYLOR,2011,16636517.0,23010.0
TAYLOR,2012,16009107.0,21940.0
TAYLOR,2013,15102236.0,22611.0
TAYLOR,2014,15719346.0,27700.0
TAYLOR,2015,16687646.0,29523.0
TAYLOR,2016,10750415.0,25065.0
TAYLOR,2017,16057621.0,27288.0
TAYLOR,2018,19041551.0,35978.0
TAYLOR,2019,19923698.0,30362.0
TAYLOR,2020,18787316.0,27260.0
TAYLOR,2021,21468266.0,34518.0
TAYLOR,2022,22771912.0,37220.0
TAYLOR,2023,23640148.0,38426.0
TAYLOR,2024,21676816.0,35406.0
UNION,2011,34961438.0,53488.0
UNION,2012,33863240.0,51998.0
UNION,2013,35139554.0,52522.0
UNION,2014,41414454.0,61771.0
UNION,2015,43617419.0,63424.0
UNION,2016,23241882.0,56205.0
UNION,2017,42822083.0,66869.0
UNION,2018,51795121.0,84609.0
UNION,2019,54305300.0,73310.0
UNION,2020,51031474.0,64404.0
UNION,2021,60271188.0,81989.0
UNION,2022,64078688.0,86416.0
UNION,2023,68232260.0,89176.0
UNION,2024,65292080.0,83264.0
VAN BUREN,2011,14533076.0,27273.0
VAN BUREN,2012,13004982.0,26541.0
VAN BUREN,2013,12007929.0,26232.0
VAN BUREN,2014,17656841.0,32269.0
VAN BUREN,2015,19378615.0,33767.0
VAN BUREN,2016,11509979.0,28230.0
VAN BUREN,2017,19065206.0,31704.0
VAN BUREN,2018,22186044.0,39472.0
VAN BUREN,2019,24240838.0,33890.0
VAN BUREN,2020,22736658.0,30868.0
VAN BUREN,2021,26900594.0,39430.0
VAN BUREN,2022,27934436.0,42264.0
VAN BUREN,2023,28789858.0,43290.0
VAN BUREN,2024,27837156.0,40564.0
WAPELLO,2011,115557374.0,198039.0
WAPELLO,2012,110856633.0,197179.0
WAPELLO,2013,114273749.0,197202.0
WAPELLO,2014,132796657.0,238988.0
WAPELLO,2015,144401936.0,241254.0
WAPELLO,2016,79189502.0,208323.0
WAPELLO,2017,147340642.0,239956.0
WAPELLO,2018,170074750.0,299168.0
WAPELLO,2019,180203536.0,255691.0
WAPELLO,2020,170873151.0,230548.0
WAPELLO,2021,195094683.0,289550.0
WAPELLO,2022,204185199.0,306451.0
WAPELLO,2023,210938800.0,314778.0
WAPELLO,2024,198225122.0,294235.0
WARREN,2011,75053062.0,105995.0
WARREN,2012,70508449.0,104794.0
WARREN,2013,75876010.0,107799.0
WARREN,2014,83362731.0,131765.0
WARREN,2015,91343608.0,137150.0
WARREN,2016,53265108.0,121435.0
WARREN,2017,94307056.0,142495.0
WARREN,2018,110014598.0,183666.0
WARREN,2019,117705818.0,159252.0
WARREN,2020,111422671.0,144298.0
WARREN,2021,130420550.0,189114.0
WARREN,2022,141886256.0,203558.0
WARREN,2023,149571068.0,211810.0
WARREN,2024,153780677.0,199241.0
WASHINGTON,2011,51703508.0,69600.0
WASHINGTON,2012,54414897.0,70738.0
WASHINGTON,2013,53419816.0,71013.0
WASHINGTON,2014,59773407.0,87250.0
WASHINGTON,2015,61538912.0,88815.0
WASHINGTON,2016,35044366.0,77616.0
WASHINGTON,2017,60399909.0,89704.0
WASHINGTON,2018,72811802.0,111952.0
WASHINGTON,2019,74644425.0,95640.0
WASHINGTON,2020,71538274.0,88537.0
WASHINGTON,2021,82424029.0,113050.0
WASHINGTON,2022,86592744.0,121575.0
WASHINGTON,2023,88598325.0,123104.0
WASHINGTON,2024,83973716.0,111542.0
WAYNE,2011,17021926.0,25405.0
WAYNE,2012,16051548.0,24568.0
WAYNE,2013,15800841.0,24415.0
WAYNE,2014,19242303.0,29718.0
WAYNE,2015,21879060.0,29864.0
WAYNE,2016,12591475.0,26701.0
WAYNE,2017,19630300.0,32624.0
WAYNE,2018,22110549.0,39070.0
WAYNE,2019,23022030.0,31842.0
WAYNE,2020,22071180.0,28446.0
WAYNE,2021,25388102.0,36732.0
WAYNE,2022,26261070.0,38660.0
WAYNE,2023,27099578.0,39980.0
WAYNE,2024,27075066.0,38528.0
WEBSTER,2011,104500866.0,167877.0
WEBSTER,2012,96157993.0,169049.0
WEBSTER,2013,99212777.0,172280.0
WEBSTER,2014,121097617.0,213866.0
WEBSTER,2015,144532738.0,235729.0
WEBSTER,2016,80759826.0,202855.0
WEBSTER,2017,128746296.0,225186.0
WEBSTER,2018,158537936.0,271526.0
WEBSTER,2019,162977848.0,232487.0
WEBSTER,2020,152175109.0,206183.0
WEBSTER,2021,172419992.0,256293.0
WEBSTER,2022,177139817.0,263716.0
WEBSTER,2023,181810431.0,268105.0
WEBSTER,2024,171006230.0,248246.0
WINNEBAGO,2011,22891943.0,32442.0
WINNEBAGO,2012,21140245.0,31200.0
WINNEBAGO,2013,20777587.0,31050.0
WINNEBAGO,2014,23747237.0,36921.0
WINNEBAGO,2015,26297559.0,36965.0
WINNEBAGO,2016,15423876.0,34046.0
WINNEBAGO,2017,25577658.0,40398.0
WINNEBAGO,2018,31961142.0,50076.0
WINNEBAGO,2019,32838202.0,43228.0
WINNEBAGO,2020,29323298.0,38922.0
WINNEBAGO,2021,34696758.0,50840.0
WINNEBAGO,2022,37866374.0,53512.0
WINNEBAGO,2023,40409638.0,54962.0
WINNEBAGO,2024,40644682.0,51210.0
WINNESHIEK,2011,33114147.0,42647.0
WINNESHIEK,2012,31991177.0,39963.0
WINNESHIEK,2013,34998877.0,39792.0
WINNESHIEK,2014,42718820.0,50565.0
WINNESHIEK,2015,48892029.0,60767.0
WINNESHIEK,2016,25519783.0,50729.0
WINNESHIEK,2017,40474073.0,53984.0
WINNESHIEK,2018,47232938.0,65799.0
WINNESHIEK,2019,46404410.0,52817.0
WINNESHIEK,2020,43320966.0,46520.0
WINNESHIEK,2021,49170010.0,58242.0
WINNESHIEK,2022,49976750.0,61462.0
WINNESHIEK,2023,51505310.0,63422.0
WINNESHIEK,2024,51470846.0,58084.0
WOODBURY,2011,273119543.0,511029.0
WOODBURY,2012,252904160.0,501139.0
WOODBURY,2013,264165484.0,511664.0
WOODBURY,2014,315107992.0,605545.0
WOODBURY,2015,378565391.0,665671.0
WOODBURY,2016,225215489.0,572042.0
WOODBURY,2017,344359036.0,656616.0
WOODBURY,2018,433134594.0,790376.0
WOODBURY,2019,443595789.0,698616.0
WOODBURY,2020,426592832.0,646776.0
WOODBURY,2021,492417276.0,810567.0
WOODBURY,2022,518074376.0,854364.0
WOODBURY,2023,535103023.0,870605.0
WOODBURY,2024,517591300.0,825449.0
WORTH,2011,11338910.0,20578.0
WORTH,2012,9658674.0,20468.0
WORTH,2013,9134917.0,21081.0
WORTH,2014,11287943.0,25452.0
WORTH,2015,13454584.0,24978.0
WORTH,2016,8501156.0,23336.0
WORTH,2017,14263230.0,27832.0
WORTH,2018,18341296.0,35446.0
WORTH,2019,19629150.0,30252.0
WORTH,2020,18907918.0,27679.0
WORTH,2021,22297066.0,34912.0
WORTH,2022,23166382.0,37348.0
WORTH,2023,24223666.0,38556.0
WORTH,2024,22541348.0,36504.0
WRIGHT,2011,26878358.0,44346.0
WRIGHT,2012,30939601.0,50011.0
WRIGHT,2013,29582900.0,49399.0
WRIGHT,2014,35912394.0,57611.0
WRIGHT,2015,41877179.0,57924.0
WRIGHT,2016,23722939.0,50051.0
WRIGHT,2017,35639624.0,62019.0
WRIGHT,2018,44522486.0,78722.0
WRIGHT,2019,46920915.0,67056.0
WRIGHT,2020,42695040.0,59088.0
WRIGHT,2021,52872342.0,83446.0
WRIGHT,2022,69755706.0,112778.0
WRIGHT,2023,86736658.0,130702.0
WRIGHT,2024,131426897.0,133988.0
